speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L22256290,Valle Inexplorado,2023-01-03 13:20,6.0,-41.9793805,-72.0899848,True,False,True,S126449271
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L22169862,"V-590, Puerto Varas, Los Lagos, CL (-41,377, -73,061)",2023-01-04 19:48,1.0,-41.377351,-73.0610865,True,False,True,S125979267
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L18613151,Laguna Lenganto,2023-01-04 18:50,4.0,-41.9884893,-72.0915844,True,False,False,S126449712
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L9860617,Llanquihue--Humedal Baquedano,2023-01-05 21:03,2.0,-41.2502783,-73.0088922,True,False,False,S125498426
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L3443402,PN Torres del Paine--Lago Paine,2023-01-05 18:30,1.0,-50.8409104,-72.939949,True,False,False,S139851417
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L512176,Pichilemu--Laguna Petrel (Humedal Urbano),2023-01-06 19:41,3.0,-34.3824693,-71.9981289,True,False,False,S125570530
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L3568067,PN Torres del Paine--Refugio Chileno,2023-01-06 18:00,3.0,-50.9572238,-72.9107532,True,False,False,S139849451
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L20708750,"Vía sin nombre, Padre Las Casas, Araucanía, CL (-38,769, -72,724)",2023-01-07 20:20,2.0,-38.7687061,-72.7244221,True,False,True,S125651663
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L6968952,Pampa Jardín Oriente,2023-01-08 21:17,3.0,-41.438494,-72.922582,True,False,False,S125747568
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L11127814,PN Torres del Paine--Campamento Los Perros,2023-01-08 16:59,1.0,-50.932381,-73.134473,True,False,False,S126089379
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L13215737,Humedal Fundo El Carmen,2023-01-09 19:45,2.0,-38.7144093,-72.6660533,True,False,False,S125823598
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L1259323,PN Torres del Paine--Trek a mirador Torres del Paine,2023-01-09 09:00,1.0,-50.9522225,-72.9245854,True,False,False,S139851186
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L11933817,Llanquihue--Pantano Teodosio Sarao,2023-01-10 19:14,1.0,-41.2514317,-73.013061,True,False,False,S125886406
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L572718,MN Laguna de los Cisnes,2023-01-10 14:42,2.0,-53.2465985,-70.3735364,True,False,False,S125874556
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L12050710,Complejo Humedal Rocuant-Andalién--Playa Isla Los Reyes,2023-01-11 20:38,5.0,-36.7294982,-73.0922676,True,False,False,S125961757
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L6704353,PN Torres del Paine--Laguna Goic,2023-01-11 13:09,4.0,-51.007206,-72.7814617,True,False,False,S125929626
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L1020637,Brisa del Sol,2023-01-12 19:24,1.0,-36.7704412,-73.0698287,True,False,False,S126016942
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L3568067,PN Torres del Paine--Refugio Chileno,2023-01-12 18:30,2.0,-50.9572238,-72.9107532,True,False,False,S139851823
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L11933817,Llanquihue--Pantano Teodosio Sarao,2023-01-13 18:26,3.0,-41.2514317,-73.013061,True,False,False,S126070511
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L18281345,PN Alberto de Agostini--Fiordo Pía,2023-01-13 14:15,1.0,-54.7714116,-69.6022248,True,False,True,S126191466
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L13597216,SN Humedal Río Maipo--Pajonal y lagunas estacionales,2023-01-14 20:01,1.0,-33.6255746,-71.6253229,True,False,False,S126160383
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L22253166,"Timaukel, Magallanes y la Antártica Chilena, CL (-54.253, -68.761)",2023-01-14 14:02,1.0,-54.253384,-68.7607247,True,False,True,S126432183
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L976634,Cabo Blanco,2023-01-15 19:54,13.0,-39.7884884,-73.2486405,True,False,False,S126255373
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L4285645,Cerro Bandera,2023-01-15 13:43,1.0,-54.9622423,-67.635119,True,False,False,S126598511
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L9860617,Llanquihue--Humedal Baquedano,2023-01-16 19:55,1.0,-41.2502783,-73.0088922,True,False,False,S127803770
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L4434524,Humedal Los Lotos--Cabo Blanco,2023-01-17 20:30,2.0,-39.7986542,-73.2515045,True,False,False,S126394895
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L2168948,PN Torres del Paine--Refugio Lago Dickson,2023-01-17 09:00,1.0,-50.8791691,-73.07688,True,False,False,S126885352
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L16069256,"Llanquihue, Los Lagos, CL (-41,25, -73,008)",2023-01-18 20:51,1.0,-41.2497413,-73.0081214,True,False,True,S126597056
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L2315910,San José de Maipo,2023-01-18 10:20,2.0,-33.640337,-70.3527895,True,True,False,S126663281
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L5054215,Villarrica--Humedal Urbano Mallolafken,2023-01-19 20:24,1.0,-39.278091,-72.2206329,True,False,False,S126513521
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L11128105,PN Torres del Paine--Campamento El Paso,2023-01-19 09:25,1.0,-50.958068,-73.200037,True,False,False,S126885379
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L5165597,Parque Urbano Catrico,2023-01-20 19:49,4.0,-39.8490983,-73.2285279,True,False,False,S126576306
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L13215737,Humedal Fundo El Carmen,2023-01-21 20:48,3.0,-38.7144093,-72.6660533,True,False,False,S126669834
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L7032799,Río Azopardo--Desembocadura,2023-01-21 14:01,3.0,-54.4742771,-68.9670181,True,False,False,S126638713
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L11113357,Humedal Krahmer,2023-01-22 21:10,2.0,-39.8358442,-73.2267836,True,False,False,S126757245
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L5590043,Isla Hornos--Monumento Cabo de Hornos,2023-01-22 16:00,3.0,-55.9647678,-67.2250414,True,False,False,S169308421
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L22325417,"Ruta 202, Mariquina, Los Ríos, CL (-39.595, -73.033)",2023-01-23 23:01,1.0,-39.5954546,-73.0329603,True,False,True,S126824289
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L21833196,Parque Karukinka--Sector Vicuña,2023-01-23 09:46,1.0,-54.1435913,-68.732964,True,False,False,S126834838
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L3016701,Llanquihue--Humedal Las Ranas,2023-01-24 20:01,3.0,-41.262477,-73.0065,True,False,False,S126876364
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L22330586,PN Torres del Paine—al norte del puente del Río Pingo,2023-01-24 09:38,7.0,-51.119086,-73.131305,True,False,True,S126853118
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L21162535,"Cochamo, Los Lagos, CL (-41.684, -72.323)",2023-01-25 19:32,1.0,-41.6842692,-72.32336,True,False,True,S126928975
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L4319347,Lago Huillinco--Puente La Caldera,2023-01-26 23:47,1.0,-42.6648819,-74.013263,True,False,False,S126997417
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L18281251,Fiordo de Agostini--Bahía Águila,2023-01-26 10:35,2.0,-54.4488801,-70.4827134,True,False,False,S127411877
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L22490856,"Carretera Austral, Quillaipe, Los Lagos, CL (-41,532, -72,738)",2023-01-27 20:41,1.0,-41.531755,-72.7378024,True,False,True,S127761518
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L9851416,Centro de Humedales Río Cruces,2023-01-28 20:38,10.0,-39.7948417,-73.2527175,True,False,False,S127142579
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L4028859,"Karukinka, sector vicuña",2023-01-28 09:36,1.0,-54.1383809,-68.705256,True,False,True,S129464268
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L22398668,"Vía sin nombre, El Cadillal, Los Ríos, CL (-39,989, -73,514)",2023-01-29 20:19,1.0,-39.9891846,-73.5136601,True,False,True,S127226691
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L22409261,"T-505, Valdivia, Los Ríos, CL (-39,881, -73,148)",2023-01-30 17:50,1.0,-39.8808361,-73.1479198,True,False,True,S127287704
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L9860617,Llanquihue--Humedal Baquedano,2023-01-31 19:46,2.0,-41.2502783,-73.0088922,True,False,False,S127615745
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L22437413,"Carahue, Araucanía, CL (-38,736, -73,442)",2023-02-01 18:36,1.0,-38.7362767,-73.4415092,True,False,True,S127459956
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L1259314,PN Torres del Paine--Trek Lago Pehoé a Británico,2023-02-01 07:00,2.0,-51.0343777,-73.0491257,True,False,False,S128260959
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L12050710,Complejo Humedal Rocuant-Andalién--Playa Isla Los Reyes,2023-02-02 19:17,2.0,-36.7294982,-73.0922676,True,False,False,S127478734
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L4354389,PN Puyehue--Cráter Raihuén,2023-02-02 18:12,1.0,-40.7805617,-72.1877436,True,False,False,S127490282
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L635273,Lago Vichuquén (desagüe),2023-02-03 18:15,1.0,-34.7805005,-72.0656776,True,False,False,S127532730
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L1259323,PN Torres del Paine--Trek a mirador Torres del Paine,2023-02-03 07:00,1.0,-50.9522225,-72.9245854,True,False,False,S128261623
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L993515,Río Huenchullami--Desembocadura,2023-02-04 21:05,1.0,-35.1189257,-72.2085857,True,False,False,S127627781
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L1030753,PN Torres del Paine--Lago Grey (sector sur),2023-02-04 12:17,1.0,-51.1165104,-73.122983,True,False,False,S127591729
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L15657575,Laguna Santa Delia,2023-02-05 20:01,1.0,-40.6409646,-73.0090505,True,False,False,S127735904
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L18228227,Antillanca,2023-02-05 12:00,9.0,-40.7939315,-72.1907207,True,False,True,S130464957
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L12050710,Complejo Humedal Rocuant-Andalién--Playa Isla Los Reyes,2023-02-06 20:22,3.0,-36.7294982,-73.0922676,True,False,False,S127781082
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L17401377,Isla Teja--Humedal Sur,2023-02-07 19:39,1.0,-39.8202614,-73.2580601,True,False,False,S127849972
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L2345204,Complejo Humedal Rocuant-Andalién,2023-02-08 20:04,1.0,-36.7393839,-73.0612278,True,False,False,S127905296
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L6517732,"Huitag, Lago Calafquén",2023-02-09 20:28,14.0,-39.5169318,-72.2751638,True,False,True,S127970572
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L22538713,"5503423, Puerto Montt CL-Los Lagos -41.49325, -72.84868",2023-02-10 20:04,3.0,-41.493253,-72.848682,True,False,True,S128027056
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L17522694,"Portal de Molino Viejo, Llanquihue CL-Los Lagos -41.28911, -73.00032",2023-02-11 19:41,1.0,-41.289108,-73.000319,True,False,True,S128122560
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L7730409,Laguna Quenuir bajo,2023-02-11 15:44,2.0,-41.594227,-73.671042,True,False,False,S128222853
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L4777414,Laguna La Trinchera,2023-02-12 20:02,3.0,-35.1056557,-72.1962154,True,False,False,S128215653
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L22586583,"440 Campus Deportivos Bellavista, Concepción, Bío Bío, CL (-36.79, -73.032)",2023-02-13 18:57,1.0,-36.7903267,-73.0316533,True,False,True,S128293211
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L22614963,"Laguna km 25, Parque Nacional Patagonia, Cochrane CL-Aysén del General Carlos Ibáñez del Campo (-46.8705,-72.1787)",2023-02-13 17:30,1.0,-46.870537,-72.178701,True,False,True,S128453416
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L22596048,"4790949, Teodoro Schmidt CL-La Araucanía -38.93537, -73.28036",2023-02-14 19:01,2.0,-38.935371,-73.280364,True,False,True,S128347533
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L2712166,Chaitén,2023-02-14 14:25,4.0,-42.9162361,-72.7160246,True,False,False,S128329368
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L10559998,Canal El Morro--Desembocadura,2023-02-15 20:21,1.0,-36.7233074,-73.1026922,True,False,False,S128410083
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L8251468,PN Torres del Paine--Río Serrano--Camping,2023-02-15 16:00,15.0,-51.2271987,-72.9715776,True,False,False,S129775415
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L5165597,Parque Urbano Catrico,2023-02-16 19:09,6.0,-39.8490983,-73.2285279,True,False,False,S128478829
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L1259311,PN Torres del Paine--Trek Lago Pehoé a Camping Grey,2023-02-16 10:42,1.0,-51.028656,-73.1497192,True,False,False,S128476385
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L9860617,Llanquihue--Humedal Baquedano,2023-02-17 20:18,2.0,-41.2502783,-73.0088922,True,False,False,S128603673
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L770483,Lago Budi--Collileufu Grande,2023-02-18 14:49,1.0,-38.8578227,-73.3660984,True,False,False,S128732066
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L3011376,Canal Beagle,2023-02-18 09:00,2.0,-54.9271419,-67.2589874,True,False,False,S144513340
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L22712012,"Vía sin nombre, Carelmapu, Los Lagos, CL (-41.727, -73.714)",2023-02-19 20:19,1.0,-41.7268525,-73.7141633,True,False,True,S129033924
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L502857,Tranque La Cadellada,2023-02-20 20:01,1.0,-33.2049405,-70.7892036,True,False,False,S129227174
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L22785430,"U-485, Puyehue, Los Lagos, CL (-40.784, -72.192)",2023-02-21 20:08,5.0,-40.7838113,-72.1916812,True,False,True,S129479303
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L20970567,"5506707, Puerto Montt CL-Los Lagos -41.49455, -73.00182",2023-02-21 16:16,6.0,-41.494549,-73.001823,True,False,True,S129310858
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L22796871,"Anacleto Astorga, Torres de Paine, Magallanes y la Antártica Chilena, CL (-51.237, -72.98)",2023-02-22 18:40,6.0,-51.2372064,-72.9797033,True,False,True,S129543594
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L5568338,Río Tirúa--Desembocadura,2023-02-22 16:47,4.0,-38.342133,-73.5005951,True,False,False,S129389546
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L3016701,Llanquihue--Humedal Las Ranas,2023-02-23 19:47,2.0,-41.262477,-73.0065,True,False,False,S130054928
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L1083771,Playa Mar Brava--playa y dunas,2023-02-24 18:16,1.0,-41.8840799,-73.9946727,True,False,False,S129540883
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L13297147,Río Alerce--Cascada Llanada Grande,2023-02-24 17:44,9.0,-41.871237,-71.920478,True,False,False,S129786958
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L24177716,Río Chepu,2023-02-25 17:07,1.0,-42.0658151,-73.9515758,True,False,True,S136811134
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L22825677,Rio Quinchilca,2023-02-26 15:27,1.0,-39.85903,-72.7526999,True,False,True,S129709323
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L22881962,"Camino Laguna Sofía, Natales CL-Magallanes y de la Antártica Chilena -51.54104, -72.60043",2023-02-27 12:46,1.0,-51.541045,-72.60043,True,False,True,S130020744
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L6968952,Pampa Jardín Oriente,2023-02-27 09:28,2.0,-41.438494,-72.922582,True,False,False,S129770748
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L6517732,"Huitag, Lago Calafquén",2023-02-28 19:56,4.0,-39.5169318,-72.2751638,True,False,True,S129886280
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L1030753,PN Torres del Paine--Lago Grey (sector sur),2023-02-28 18:43,2.0,-51.1165104,-73.122983,True,False,False,S129875287
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L22886759,"Cochrane, Aysén, CL (-47.191, -72.523)",2023-03-01 20:20,6.0,-47.1907387,-72.5227773,True,False,True,S130048557
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L12649507,Vertedero Lagunitas--Laguna,2023-03-01 16:46,3.0,-41.442414,-72.996378,True,False,False,S129940842
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L5165597,Parque Urbano Catrico,2023-03-02 19:34,1.0,-39.8490983,-73.2285279,True,False,False,S130015926
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L4219678,"Condominio Las Bahías, Puerto Varas",2023-03-03 19:52,4.0,-41.3415896,-72.9423308,True,False,True,S130083403
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L10956293,PN Patagonia--Sendero Lagunas Altas,2023-03-03 09:00,1.0,-47.129021,-72.5076329,True,False,False,S154585216
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L3016701,Llanquihue--Humedal Las Ranas,2023-03-04 19:59,1.0,-41.262477,-73.0065,True,False,False,S130171973
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L17665111,"Parque Nacional Puyehue - Sendero Interior, Puyehue CL-Los Lagos",2023-03-04 16:56,1.0,-40.789584,-72.187748,True,False,True,S130173675
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L10649435,PN Torres del Paine--Sector Hotel del Paine,2023-03-05 17:51,7.0,-51.2344592,-72.9731343,True,False,False,S130260056
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L570658,SN Laguna Batuco,2023-03-05 08:39,2.0,-33.2064427,-70.8279133,True,False,False,S130243766
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L22938248,"Valdivia, Los Ríos, CL (-39.832, -73.405)",2023-03-06 13:33,1.0,-39.8324732,-73.4049066,True,False,True,S130321782
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L4546598,Puerto Chacabuco,2023-03-06 10:33,6.0,-45.4622377,-72.8186703,True,False,False,S130311146
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L19051620,Sendero a la desembocadura del Río Elqui,2023-03-07 19:27,2.0,-29.897233,-71.270665,True,False,True,S130609358
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L9609656,RN Cerro Castillo--Laguna Chiguay,2023-03-07 13:01,2.0,-45.9838081,-71.8762306,True,False,False,S130406892
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L22983407,Laguna Las Ortigas,2023-03-08 16:46,3.0,-41.1233727,-73.6354762,True,False,True,S130573411
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L6127060,Valle de los Castores,2023-03-08 13:35,3.0,-54.0956316,-68.8847387,True,False,False,S130462063
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L4051381,Quillaipe,2023-03-09 18:17,1.0,-41.5307483,-72.7408648,True,False,False,S130549245
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L22989028,Entrada PN Parque Nacional Laguna Laja,2023-03-09 17:13,2.0,-37.396865,-71.4452059,True,True,True,S130604410
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L3760159,Vegas de Bellavista,2023-03-10 17:13,2.0,-40.3559573,-73.2559884,True,False,False,S130610549
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L22989028,Entrada PN Parque Nacional Laguna Laja,2023-03-10 17:13,2.0,-37.396865,-71.4452059,True,True,True,S130604409
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L13545579,RN Mocho Choshuenco--Refugio Tumba del Buey,2023-03-11 17:13,1.0,-39.947153,-72.05937,True,False,False,S130758195
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L504548,Estero Mantagua,2023-03-11 15:47,1.0,-32.8844165,-71.5067482,True,False,False,S130698013
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L12050710,Complejo Humedal Rocuant-Andalién--Playa Isla Los Reyes,2023-03-12 17:24,1.0,-36.7294982,-73.0922676,True,False,False,S130789687
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L12050710,Complejo Humedal Rocuant-Andalién--Playa Isla Los Reyes,2023-03-13 19:15,2.0,-36.7294982,-73.0922676,True,False,False,S130868295
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L3363886,Río Blanco--Desembocadura,2023-03-13 13:30,1.0,-42.9222175,-72.7198792,True,False,False,S130874735
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L22174851,"Vía sin nombre, Valdivia, Los Ríos, CL (-39.793, -73.248)",2023-03-14 17:55,4.0,-39.7934283,-73.2484692,True,False,True,S130928195
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L1259317,PN Torres del Paine--Camping y Hotel Las Torres,2023-03-14 14:11,2.0,-50.9689679,-72.874031,True,False,False,S130910364
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L9851416,Centro de Humedales Río Cruces,2023-03-15 17:00,3.0,-39.7948417,-73.2527175,True,False,False,S131026261
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L3363886,Río Blanco--Desembocadura,2023-03-16 18:32,20.0,-42.9222175,-72.7198792,True,False,False,S131079558
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L512176,Pichilemu--Laguna Petrel (Humedal Urbano),2023-03-16 08:00,1.0,-34.3824693,-71.9981289,True,False,False,S131047158
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L4219678,"Condominio Las Bahías, Puerto Varas",2023-03-17 18:31,2.0,-41.3415896,-72.9423308,True,False,True,S131134467
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L23099447,Borde Río Blanco,2023-03-17 18:14,1.0,-42.9198416,-72.7050581,True,False,True,S131168872
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L11113357,Humedal Krahmer,2023-03-18 18:33,1.0,-39.8358442,-73.2267836,True,False,False,S131768552
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L1030749,PN Torres del Paine--Río Serrano,2023-03-18 17:20,4.0,-51.2324726,-72.9907608,True,False,False,S131225434
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L21408941,Las 25,2023-03-19 17:52,1.0,-35.13032,-71.1845433,True,False,True,S131324930
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L3363886,Río Blanco--Desembocadura,2023-03-19 14:43,13.0,-42.9222175,-72.7198792,True,False,False,S131306908
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L976634,Cabo Blanco,2023-03-20 12:14,2.0,-39.7884884,-73.2486405,True,False,False,S131382880
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L3054241,Laguna Trafampulli,2023-03-20 11:45,3.0,-39.0101473,-71.6574883,True,False,True,S134329213
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L20970567,"5506707, Puerto Montt CL-Los Lagos -41.49455, -73.00182",2023-03-21 18:24,3.0,-41.494549,-73.001823,True,False,True,S131495153
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L23159602,"Torres de Paine, Magallanes y la Antártica Chilena, CL (-51.242, -72.991)",2023-03-21 16:20,6.0,-51.2424047,-72.9914597,True,False,True,S131483811
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L23187772,"Vía sin nombre, Calbuco, Los Lagos, CL (-41.784, -73.44)",2023-03-22 18:40,4.0,-41.7843511,-73.4400912,True,False,True,S131634594
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L2962392,Punta Patache,2023-03-22 08:06,1.0,-20.8110673,-70.2054906,True,True,False,S131510721
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L3438732,MN Los Pingüinos--Isla Magdalena,2023-03-23 15:30,,-52.9202367,-70.5759573,True,False,False,S133708879
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L9851416,Centro de Humedales Río Cruces,2023-03-24 12:00,1.0,-39.7948417,-73.2527175,True,False,False,S131702586
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L23534964,"U-963, Puerto Octay, Los Lagos, CL (-41,063, -72,486)",2023-03-24 10:24,2.0,-41.0625219,-72.4858695,True,False,True,S133438765
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L12544232,Torres del Paine NP,2023-03-25 07:30,1.0,-50.9638985,-72.8419801,True,False,True,S131955688
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L6338339,Lagunas de Valle Volcanes,2023-03-26 16:49,1.0,-41.463447,-72.8923,True,False,False,S131903427
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L2932095,Caleta Coloso,2023-03-26 15:46,1.0,-23.7603914,-70.4613948,True,True,False,S131895536
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L2168948,PN Torres del Paine--Refugio Lago Dickson,2023-03-27 14:00,2.0,-50.8791691,-73.07688,True,False,False,S132018287
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L976634,Cabo Blanco,2023-03-28 18:19,2.0,-39.7884884,-73.2486405,True,False,False,S132084611
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L6760167,Quebrada La Chimba--curso inferior,2023-03-29 18:19,1.0,-23.5457336,-70.3982958,True,True,False,S132167864
